Feature	MeanAbsSHAP_RF
ECFP_782	0.00027653234435863
ECFP_783	0.00017984372320275558
ECFP_784	0.0005729410328822464
ECFP_785	0.0011983987509626925
ECFP_786	0.00047356676549762067
ECFP_787	0.0022893592005215945
ECFP_788	0.00010108897374785496
ECFP_789	0.00014978899172649849
ECFP_790	0.0002968701202037896
ECFP_791	0.00014809636278982887
ECFP_792	0.0002854167520663331
ECFP_793	8.519711573731291e-05
ECFP_794	0.0013231067216445485
ECFP_795	0.000719258682253872
ECFP_796	0.00021554071150698285
ECFP_797	7.845904456963767e-05
ECFP_798	0.0006393369566363508
ECFP_799	0.0002910969207446551
ECFP_800	0.0003288632550539251
ECFP_801	0.0013066466709129067
ECFP_802	0.00033239301869324633
ECFP_803	0.00013309716639744394
ECFP_804	0.00014392735613006285
ECFP_805	0.00027506574357537175
ECFP_806	0.000973667197195968
ECFP_807	0.0011610006654324415
ECFP_808	0.0003217494756789169
ECFP_809	0.000655988187917596
ECFP_810	0.00012753174386329492
ECFP_811	0.00015227580472954675
ECFP_812	0.00016709340552390427
ECFP_813	0.00027963794385322345
ECFP_814	0.00039669655024474613
ECFP_815	0.0002755432910001628
